#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	SubG1_G_V_DBT_S267_L001	SubG1_G_V_PF_1_S264_L001	SubG1_S_V_DBT_S261_L001	SubG1_S_V_PF_1_S258_L001	SubG2_G_V_DBT_S268_L001	SubG2_G_V_PF_1_S265_L001	SubG2_S_V_DBT_S262_L001	SubG2_S_V_PF_1_S259_L001	SubG3_G_V_DBT_S269_L001	SubG3_G_V_PF_1_S266_L001	SubG3_S_V_DBT_S263_L001	SubG3_S_V_PF_1_S260_L001
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	453.0	542.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni	0.0	0.0	181888.0	168810.0	0.0	0.0	0.0	0.0	13756.0	14105.0	522947.0	432216.0
k__Bacteria|p__Firmicutes|c__CFGB1781|o__OFGB1781|f__FGB1781|g__GGB4733|s__GGB4733_SGB6555	0.0	0.0	15100.0	15275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19790	0.0	0.0	10627.0	9661.0	0.0	0.0	0.0	0.0	0.0	0.0	1899.0	1525.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens	0.0	0.0	30124.0	29906.0	627.0	1202.0	208894.0	167375.0	41448.0	37073.0	326939.0	247302.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_SGB97498	0.0	0.0	22474.0	19659.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1512.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19858	0.0	0.0	9228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Absconditibacteriota|c__CFGB1860|o__OFGB1860|f__FGB1860|g__GGB4936|s__GGB4936_SGB6889	0.0	0.0	11229.0	10472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Mogibacterium|s__Mogibacterium_SGB156073	0.0	0.0	14722.0	2178.0	0.0	0.0	1579.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3934	0.0	0.0	13905.0	11005.0	0.0	0.0	32551.0	25007.0	892.0	442.0	59380.0	55775.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	0.0	0.0	13854.0	17874.0	0.0	0.0	6988.0	6698.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB570|o__OFGB570|f__FGB570|g__GGB1203|s__GGB1203_SGB1568	0.0	0.0	11397.0	10101.0	0.0	0.0	7231.0	4812.0	0.0	0.0	5903.0	5475.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_SGB8244	0.0	0.0	8003.0	5719.0	0.0	4022.0	20111.0	28156.0	0.0	0.0	4022.0	28156.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17168	0.0	0.0	10312.0	18958.0	0.0	0.0	4008.0	4136.0	0.0	0.0	4406.0	4062.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__GGB2672|s__GGB2672_SGB3600	0.0	0.0	8121.0	7895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_SGB3601	0.0	0.0	9161.0	10315.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum	0.0	0.0	6842.0	7336.0	0.0	0.0	0.0	0.0	0.0	0.0	12413.0	10376.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Filifactoraceae|g__GGB4786|s__GGB4786_SGB6625	0.0	0.0	6943.0	4763.0	0.0	0.0	3115.0	1145.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834	0.0	0.0	5213.0	7786.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	0.0	0.0	6307.0	6918.0	0.0	0.0	6152.0	6333.0	467.0	807.0	3692.0	3587.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_SGB749	0.0	0.0	4074.0	6799.0	0.0	0.0	0.0	361.0	385.0	142.0	138.0	1106.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	0.0	0.0	4834.0	6415.0	0.0	0.0	9720.0	9637.0	4339.0	4589.0	82050.0	71056.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri	0.0	0.0	3615.0	4500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catonella|s__Catonella_SGB96613	0.0	0.0	5158.0	1858.0	0.0	0.0	0.0	0.0	0.0	0.0	2321.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB497|o__OFGB497|f__FGB497|g__GGB1026|s__GGB1026_SGB1321	0.0	0.0	3859.0	4087.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02	0.0	0.0	2316.0	618.0	0.0	0.0	0.0	0.0	0.0	0.0	1186.0	1101.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catonella|s__Catonella_massiliensis	0.0	0.0	2544.0	822.0	0.0	0.0	10299.0	4923.0	0.0	0.0	3433.0	567.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3	0.0	0.0	1613.0	265.0	0.0	0.0	0.0	561.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Campylobacterota|c__CFGB4196|o__OFGB4196|f__FGB4196|g__GGB12441|s__GGB12441_SGB19290	0.0	0.0	1118.0	1055.0	0.0	0.0	1262.0	1113.0	0.0	0.0	802.0	368.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB95587	0.0	0.0	472.0	1061.0	0.0	0.0	0.0	0.0	0.0	0.0	1463.0	1714.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1466	0.0	0.0	1272.0	247.0	317175.0	375093.0	112643.0	79975.0	78760.0	88403.0	108520.0	94315.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum	0.0	0.0	672.0	678.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6829	0.0	0.0	516.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9333.0	6649.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19825	0.0	0.0	268.0	345.0	221.0	633.0	3418.0	2489.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_SGB96555	0.0	0.0	596.0	972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_SGB5287	0.0	0.0	556.0	479.0	0.0	0.0	0.0	0.0	0.0	0.0	2960.0	2134.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17157	0.0	0.0	502.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	0.0	0.0	354.0	296.0	0.0	0.0	0.0	0.0	1100.0	806.0	4481.0	2153.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	453.0	542.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_SGB7291	0.0	0.0	82.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni|t__SGB1545	0.0	0.0	181888.0	168810.0	0.0	0.0	0.0	0.0	13756.0	14105.0	522947.0	432216.0
k__Bacteria|p__Firmicutes|c__CFGB1781|o__OFGB1781|f__FGB1781|g__GGB4733|s__GGB4733_SGB6555|t__SGB6555	0.0	0.0	15100.0	15275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19790|t__SGB19790_group	0.0	0.0	10627.0	9661.0	0.0	0.0	0.0	0.0	0.0	0.0	1899.0	1525.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens|t__SGB1564	0.0	0.0	30124.0	29906.0	627.0	1202.0	208894.0	167375.0	41448.0	37073.0	326939.0	247302.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_SGB97498|t__SGB97498	0.0	0.0	22474.0	19659.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1512.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19858|t__SGB19858	0.0	0.0	9228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Absconditibacteriota|c__CFGB1860|o__OFGB1860|f__FGB1860|g__GGB4936|s__GGB4936_SGB6889|t__SGB6889	0.0	0.0	11229.0	10472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Mogibacterium|s__Mogibacterium_SGB156073|t__SGB156073	0.0	0.0	14722.0	2178.0	0.0	0.0	1579.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3934|t__SGB3934	0.0	0.0	13905.0	11005.0	0.0	0.0	32551.0	25007.0	892.0	442.0	59380.0	55775.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra|t__SGB6649	0.0	0.0	12211.0	9364.0	0.0	0.0	9995.0	4657.0	0.0	0.0	1201.0	686.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis|t__SGB6935	0.0	0.0	13854.0	17874.0	0.0	0.0	6988.0	6698.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB570|o__OFGB570|f__FGB570|g__GGB1203|s__GGB1203_SGB1568|t__SGB1568	0.0	0.0	11397.0	10101.0	0.0	0.0	7231.0	4812.0	0.0	0.0	5903.0	5475.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_SGB8244|t__SGB8244	0.0	0.0	8003.0	5719.0	0.0	4022.0	20111.0	28156.0	0.0	0.0	4022.0	28156.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17168|t__SGB17168	0.0	0.0	10312.0	18958.0	0.0	0.0	4008.0	4136.0	0.0	0.0	4406.0	4062.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__GGB2672|s__GGB2672_SGB3600|t__SGB3600	0.0	0.0	8121.0	7895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_SGB3601|t__SGB3601	0.0	0.0	9161.0	10315.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum|t__SGB9631	0.0	0.0	6842.0	7336.0	0.0	0.0	0.0	0.0	0.0	0.0	12413.0	10376.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Filifactoraceae|g__GGB4786|s__GGB4786_SGB6625|t__SGB6625	0.0	0.0	6943.0	4763.0	0.0	0.0	3115.0	1145.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834|t__SGB6834	0.0	0.0	5213.0	7786.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula|t__SGB966	0.0	0.0	4007.0	4572.0	0.0	0.0	387.0	41.0	0.0	0.0	26666.0	21918.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus|t__SGB5273	0.0	0.0	6307.0	6918.0	0.0	0.0	6152.0	6333.0	467.0	807.0	3692.0	3587.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_SGB749|t__SGB749	0.0	0.0	4074.0	6799.0	0.0	0.0	0.0	361.0	385.0	142.0	138.0	1106.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47|t__SGB17167	0.0	0.0	4834.0	6415.0	0.0	0.0	9720.0	9637.0	4339.0	4589.0	82050.0	71056.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri|t__SGB8056	0.0	0.0	3615.0	4500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catonella|s__Catonella_SGB96613|t__SGB96613	0.0	0.0	5158.0	1858.0	0.0	0.0	0.0	0.0	0.0	0.0	2321.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB497|o__OFGB497|f__FGB497|g__GGB1026|s__GGB1026_SGB1321|t__SGB1321	0.0	0.0	3859.0	4087.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02|t__SGB17158_group	0.0	0.0	2316.0	618.0	0.0	0.0	0.0	0.0	0.0	0.0	1186.0	1101.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catonella|s__Catonella_massiliensis|t__SGB4498	0.0	0.0	2544.0	822.0	0.0	0.0	10299.0	4923.0	0.0	0.0	3433.0	567.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3|t__SGB17132	0.0	0.0	1613.0	265.0	0.0	0.0	0.0	561.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Campylobacterota|c__CFGB4196|o__OFGB4196|f__FGB4196|g__GGB12441|s__GGB12441_SGB19290|t__SGB19290_group	0.0	0.0	1118.0	1055.0	0.0	0.0	1262.0	1113.0	0.0	0.0	802.0	368.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB95587|t__SGB95587	0.0	0.0	472.0	1061.0	0.0	0.0	0.0	0.0	0.0	0.0	1463.0	1714.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1466|t__SGB1466	0.0	0.0	1272.0	247.0	317175.0	375093.0	112643.0	79975.0	78760.0	88403.0	108520.0	94315.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum|t__SGB5286	0.0	0.0	672.0	678.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6829|t__SGB6829_group	0.0	0.0	516.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9333.0	6649.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19825|t__SGB19825	0.0	0.0	268.0	345.0	221.0	633.0	3418.0	2489.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_SGB96555|t__SGB96555	0.0	0.0	596.0	972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_SGB5287|t__SGB5287	0.0	0.0	556.0	479.0	0.0	0.0	0.0	0.0	0.0	0.0	2960.0	2134.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17157|t__SGB17157	0.0	0.0	502.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola|t__SGB1540	0.0	0.0	354.0	296.0	0.0	0.0	0.0	0.0	1100.0	806.0	4481.0	2153.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae|t__SGB15494	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	453.0	542.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_SGB7291|t__SGB7291	0.0	0.0	82.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_352	0.0	0.0	0.0	1309.0	0.0	0.0	343.0	516.0	708.0	0.0	6854.0	8282.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_umeaense	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_299	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_352|t__SGB19860_group	0.0	0.0	0.0	1309.0	0.0	0.0	343.0	516.0	708.0	0.0	6854.0	8282.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_umeaense|t__SGB4490	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_299|t__SGB1535	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Bergeyella	0.0	0.0	0.0	0.0	87897.0	99519.0	156287.0	136959.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Pseudoleptotrichia	0.0	0.0	0.0	0.0	24086.0	29365.0	0.0	0.0	2804.0	2089.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium	0.0	0.0	0.0	0.0	4392.0	10055.0	0.0	0.0	2726.0	3839.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_dentalis	0.0	0.0	0.0	0.0	1611928.0	2508970.0	36713.0	34969.0	813302.0	1046060.0	25130.0	21612.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_pumchi	0.0	0.0	0.0	0.0	600446.0	792065.0	171235.0	148479.0	658.0	907.0	7869.0	7491.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB2038	0.0	0.0	0.0	0.0	343400.0	470574.0	25161.0	19677.0	100246.0	114999.0	35859.0	30063.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis	0.0	0.0	0.0	0.0	174094.0	228866.0	3868.0	3641.0	10442.0	9407.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Peptidiphaga|s__Peptidiphaga_SGB15895	0.0	0.0	0.0	0.0	141507.0	230570.0	855.0	0.0	195798.0	238357.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Bergeyella|s__Bergeyella_cardium	0.0	0.0	0.0	0.0	87897.0	99519.0	156287.0	136959.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Nanosynbacterales|f__Candidatus_Nanosynbacteraceae|g__Candidatus_Nanosynbacter|s__Candidatus_Nanosynbacter_SGB19893	0.0	0.0	0.0	0.0	37409.0	63049.0	2093.0	0.0	0.0	0.0	1781.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_SGB15898	0.0	0.0	0.0	0.0	90555.0	142598.0	0.0	0.0	28156.0	32552.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Pseudopropionibacterium_massiliense	0.0	0.0	0.0	0.0	46553.0	69939.0	0.0	0.0	10184.0	14061.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Pseudoleptotrichia|s__Pseudoleptotrichia_goodfellowii	0.0	0.0	0.0	0.0	24086.0	29365.0	0.0	0.0	2804.0	2089.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__GGB6813|s__GGB6813_SGB99807	0.0	0.0	0.0	0.0	17671.0	22056.0	0.0	0.0	12764.0	13558.0	2298.0	1894.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_dentiphila	0.0	0.0	0.0	0.0	12224.0	21306.0	0.0	0.0	0.0	0.0	0.0	0.0
