#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	SubG1_G_V_DBT_S267_L001	SubG1_G_V_PF_1_S264_L001	SubG1_S_V_DBT_S261_L001	SubG1_S_V_PF_1_S258_L001	SubG2_G_V_DBT_S268_L001	SubG2_G_V_PF_1_S265_L001	SubG2_S_V_DBT_S262_L001	SubG2_S_V_PF_1_S259_L001	SubG3_G_V_DBT_S269_L001	SubG3_G_V_PF_1_S266_L001	SubG3_S_V_DBT_S263_L001	SubG3_S_V_PF_1_S260_L001
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_ochracea	158347.0	235644.0	1551.0	1519.0	152680.0	211997.0	1013.0	252.0	100831.0	114070.0	5968.0	3808.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	118909.0	138502.0	1927.0	1499.0	125748.0	179796.0	13725.0	14137.0	58600.0	43593.0	5737.0	7323.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_morbillorum	103948.0	134389.0	9766.0	9494.0	31453.0	41786.0	4543.0	4856.0	62783.0	67770.0	14027.0	12495.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_granulosa	146019.0	194183.0	0.0	0.0	964701.0	1274535.0	242442.0	195836.0	130468.0	139134.0	13269.0	10204.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4308|s__GGB4308_SGB5895	93654.0	136620.0	0.0	0.0	0.0	0.0	0.0	0.0	10730.0	11271.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_SGB2480	149979.0	212711.0	8636.0	10163.0	100711.0	158360.0	4135.0	3146.0	95551.0	115550.0	4214.0	4004.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4355|o__OFGB4355|f__FGB4355|g__GGB12787|s__GGB12787_SGB19830	58722.0	82939.0	610.0	1056.0	0.0	0.0	0.0	0.0	18173.0	21841.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB494|o__OFGB494|f__FGB494|g__GGB1022|s__GGB1022_SGB1315	139578.0	177228.0	0.0	165.0	0.0	0.0	0.0	0.0	3955.0	4781.0	7456.0	6136.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	98349.0	130192.0	1322.0	999.0	655186.0	795416.0	8404.0	8064.0	231317.0	209007.0	44756.0	36387.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_348	48189.0	66764.0	151.0	224.0	144343.0	192813.0	3292.0	2201.0	59168.0	60835.0	5453.0	4730.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_349	59290.0	71757.0	472.0	919.0	5026.0	9274.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis	106622.0	159678.0	2247.0	2607.0	404564.0	558289.0	7283.0	6227.0	104527.0	128565.0	1898.0	986.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_vincentii	93510.0	114748.0	8619.0	6983.0	47577.0	52587.0	831.0	559.0	35527.0	38556.0	39447.0	33073.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	124102.0	153190.0	1187.0	2467.0	598093.0	890525.0	790.0	1178.0	162982.0	235445.0	377.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_catoniae	80647.0	101599.0	2894.0	2932.0	25538.0	32563.0	1616.0	1766.0	30050.0	29323.0	4536.0	4126.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus	77270.0	99135.0	13591.0	28193.0	70779.0	94342.0	38704.0	29544.0	30226.0	26627.0	27470.0	18908.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12786|s__GGB12786_SGB19828	39257.0	54526.0	5538.0	5506.0	78760.0	103326.0	7333.0	6472.0	29073.0	27094.0	10728.0	8560.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Peptidiphaga|s__Peptidiphaga_gingivicola	100383.0	170235.0	0.0	0.0	722.0	5527.0	0.0	0.0	3524.0	8910.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata	89627.0	125408.0	26670.0	29806.0	0.0	0.0	0.0	0.0	25870.0	25261.0	34248.0	29353.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_SGB6069	98207.0	137104.0	3880.0	6829.0	280421.0	351963.0	21507.0	20269.0	27737.0	27937.0	6122.0	3833.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_bacterium_oral_taxon_488	47123.0	73701.0	0.0	197.0	105950.0	144676.0	346.0	0.0	74613.0	82901.0	0.0	0.0
k__Bacteria|p__Candidatus_Absconditibacteriota|c__CFGB1860|o__OFGB1860|f__FGB1860|g__GGB4938|s__GGB4938_SGB6893	59451.0	76314.0	7880.0	7823.0	25290.0	33528.0	2667.0	1446.0	9047.0	10253.0	1128.0	534.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_oral_taxon_807	108695.0	160448.0	0.0	0.0	69.0	655.0	0.0	0.0	17915.0	20140.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_gerencseriae	133849.0	247976.0	0.0	0.0	76290.0	130091.0	0.0	0.0	33893.0	47024.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_sp_oral_taxon_473	99136.0	124900.0	12289.0	13922.0	657162.0	826113.0	180261.0	149197.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_hongkongensis	92589.0	145249.0	0.0	0.0	17008.0	24186.0	0.0	0.0	37378.0	49532.0	304.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__GGB12794|s__GGB12794_SGB19881	38235.0	55203.0	0.0	0.0	21250.0	31244.0	0.0	0.0	19962.0	22873.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	107059.0	172895.0	12580.0	12954.0	584160.0	856241.0	79664.0	68547.0	140592.0	159358.0	26646.0	23844.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sputigena	101119.0	130913.0	2107.0	0.0	528329.0	715349.0	269388.0	220679.0	190562.0	230722.0	22048.0	20473.0
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_SGB123271	78353.0	102953.0	0.0	0.0	40754.0	55456.0	0.0	0.0	40439.0	45204.0	814.0	882.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy	52112.0	65420.0	1500.0	821.0	3800.0	4713.0	0.0	0.0	10720.0	10850.0	5596.0	3887.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_noxia	69663.0	93266.0	0.0	0.0	44379.0	56469.0	0.0	0.0	61580.0	64245.0	217.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis	82552.0	116178.0	0.0	0.0	283240.0	379386.0	1306.0	793.0	94948.0	102469.0	2007.0	2559.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_gingivalis	81861.0	118823.0	9780.0	13751.0	608891.0	849709.0	174177.0	155826.0	226610.0	260546.0	22473.0	18407.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_pleuritidis	80199.0	102217.0	19986.0	19401.0	0.0	0.0	0.0	0.0	15651.0	16512.0	55334.0	42859.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanosyncoccales|f__Candidatus_Nanosyncoccaceae|g__Candidatus_Nanosyncoccus|s__Candidatus_Nanosyncoccus_SGB19792	31949.0	41604.0	0.0	71.0	1775.0	2432.0	176.0	47.0	12661.0	12121.0	2736.0	1219.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	61483.0	89920.0	1623.0	2177.0	96597.0	176480.0	5975.0	14053.0	23097.0	20893.0	7346.0	11230.0
k__Bacteria|p__Bacteroidota|c__CFGB570|o__OFGB570|f__FGB570|g__GGB1202|s__GGB1202_SGB1566	86377.0	118083.0	0.0	0.0	0.0	0.0	0.0	0.0	20337.0	22181.0	3007.0	1801.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea	70967.0	96513.0	24004.0	20220.0	836668.0	1007465.0	286131.0	241477.0	1451.0	1088.0	2274.0	1131.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_sp_2125159857	60375.0	93222.0	8164.0	19232.0	55896.0	59778.0	10138.0	0.0	102217.0	105624.0	27342.0	23281.0
k__Bacteria|p__Spirochaetota|c__CFGB1021|o__OFGB1021|f__FGB1021|g__GGB49499|s__GGB49499_SGB69440	79325.0	111326.0	1509.0	1856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans	60863.0	86769.0	9079.0	9686.0	3573.0	6583.0	364.0	27.0	10090.0	9903.0	5378.0	4261.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	107175.0	183512.0	0.0	0.0	237237.0	394979.0	0.0	0.0	238627.0	297813.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__GGB2674|s__GGB2674_SGB3609	84129.0	116225.0	685.0	621.0	0.0	0.0	0.0	0.0	21561.0	22582.0	1904.0	1457.0
k__Bacteria|p__Spirochaetota|c__CFGB1017|o__OFGB1017|f__FGB1017|g__GGB2666|s__GGB2666_SGB69449	76113.0	101435.0	6655.0	6063.0	0.0	0.0	0.0	0.0	1222.0	2187.0	15499.0	12754.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_SGB15899	101329.0	157668.0	0.0	0.0	296626.0	470062.0	3423.0	2119.0	67054.0	79695.0	0.0	199.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__GGB6814|s__GGB6814_SGB9728	69809.0	101293.0	6305.0	6143.0	75970.0	99007.0	3429.0	1953.0	48453.0	52272.0	1416.0	851.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	44337.0	53331.0	15166.0	10631.0	2196.0	2592.0	10373.0	4657.0	21217.0	18425.0	10256.0	7295.0
k__Bacteria|p__Firmicutes|c__CFGB1762|o__OFGB1762|f__FGB1762|g__GGB4533|s__GGB4533_SGB6246	49674.0	62778.0	1175.0	888.0	17450.0	24957.0	702.0	211.0	29076.0	27956.0	12060.0	10600.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_346	31628.0	25603.0	749.0	434.0	35769.0	37275.0	1783.0	805.0	26688.0	28179.0	1177.0	4120.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	53019.0	71062.0	12599.0	14987.0	0.0	0.0	0.0	1041.0	2968.0	2841.0	6687.0	8572.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_conceptionensis	88305.0	129775.0	2809.0	1431.0	974.0	925.0	0.0	1770.0	0.0	0.0	3623.0	1677.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_SGB9438	61767.0	85251.0	1872.0	1761.0	20740.0	28421.0	123.0	0.0	9365.0	11602.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_socranskii	65701.0	107683.0	0.0	0.0	0.0	0.0	0.0	0.0	7977.0	5074.0	749.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	52806.0	61857.0	924914.0	1010765.0	397811.0	466784.0	5434692.0	4415057.0	122977.0	119624.0	828866.0	744393.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	56817.0	89258.0	1037.0	1430.0	95683.0	153180.0	2824.0	3354.0	43492.0	48999.0	2291.0	2741.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum	66570.0	99906.0	0.0	0.0	46328.0	61366.0	0.0	0.0	49003.0	54328.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__CFGB1017|o__OFGB1017|f__FGB1017|g__GGB2666|s__GGB2666_SGB3593	58984.0	81438.0	3754.0	3295.0	0.0	0.0	0.0	0.0	22485.0	29182.0	7471.0	7087.0
k__Bacteria|p__Candidatus_Absconditibacteriota|c__CFGB1860|o__OFGB1860|f__FGB1860|g__GGB4937|s__GGB4937_SGB6891	32366.0	36997.0	33073.0	29860.0	119099.0	161472.0	87201.0	72668.0	19128.0	18203.0	5479.0	6515.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_denticola	61106.0	69396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMT897	70338.0	128699.0	0.0	0.0	104690.0	171943.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1463	60310.0	85734.0	2067.0	2773.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19827	21337.0	29484.0	5313.0	5592.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	17.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_veroralis	57778.0	80671.0	14969.0	14936.0	0.0	0.0	0.0	0.0	21777.0	21149.0	15232.0	12718.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	66695.0	118783.0	0.0	0.0	738637.0	1216174.0	1603.0	0.0	128677.0	185574.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB208456	26399.0	34319.0	659.0	0.0	5939.0	1319.0	0.0	1319.0	5279.0	1979.0	1979.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidota_unclassified|o__Bacteroidota_unclassified|f__Bacteroidota_unclassified|g__Bacteroidota_unclassified|s__Bacteroidetes_oral_taxon_274	42117.0	52889.0	0.0	367.0	3023.0	4617.0	2142.0	1731.0	16576.0	17720.0	7470.0	7763.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_massiliensis	51150.0	59362.0	1363.0	833.0	70863.0	84162.0	4182.0	5526.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3385|s__GGB3385_SGB4472	53646.0	79799.0	0.0	0.0	179932.0	245025.0	0.0	0.0	20690.0	36650.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	38953.0	53889.0	8789.0	4489.0	193141.0	243967.0	79122.0	64029.0	10383.0	13304.0	3840.0	6043.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_pseudoperiodonticum	47145.0	69783.0	236907.0	250850.0	39715.0	48402.0	327747.0	318944.0	34822.0	32441.0	131797.0	102040.0
k__Bacteria|p__Candidatus_Gracilibacteria|c__Candidatus_Gracilibacteria_unclassified|o__Candidatus_Gracilibacteria_unclassified|f__Candidatus_Gracilibacteria_unclassified|g__Candidatus_Gracilibacteria_unclassified|s__Candidatus_Gracilibacteria_unclassified_SGB5978	29583.0	40332.0	0.0	707.0	35066.0	52326.0	2833.0	0.0	69035.0	70046.0	761.0	2874.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	44811.0	70421.0	0.0	0.0	71333.0	130950.0	1352.0	1327.0	89000.0	114779.0	80.0	578.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	61147.0	92648.0	88526.0	77884.0	78397.0	102534.0	67599.0	54403.0	113911.0	110355.0	426516.0	383378.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4355|o__OFGB4355|f__FGB4355|g__GGB12788|s__GGB12788_SGB19838	33515.0	44356.0	589.0	0.0	118036.0	106787.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	43044.0	58018.0	1430.0	1306.0	32711.0	43034.0	2144.0	1072.0	938.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_oris	53663.0	68452.0	16965.0	16832.0	2278.0	2357.0	3230.0	3411.0	11714.0	10768.0	20645.0	16066.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_haemolysans	35367.0	60200.0	26549.0	27751.0	62932.0	104364.0	99789.0	88548.0	26328.0	38743.0	30020.0	31194.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	44937.0	62842.0	0.0	0.0	40259.0	49528.0	0.0	0.0	51192.0	39489.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_shahii	39013.0	65776.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidota_unclassified|o__Bacteroidota_unclassified|f__Bacteroidota_unclassified|g__Bacteroidota_unclassified|s__Bacteroidota_unclassified_SGB1343	33527.0	43670.0	0.0	0.0	35897.0	47944.0	1136.0	0.0	17898.0	20909.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	29616.0	38868.0	1400.0	965.0	0.0	0.0	0.0	0.0	11652.0	11665.0	5997.0	4847.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4303|s__GGB4303_SGB5876	34529.0	52174.0	0.0	0.0	4470.0	5568.0	0.0	0.0	5295.0	5650.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_lecithinolyticum	36059.0	52836.0	1467.0	2724.0	0.0	0.0	0.0	0.0	4816.0	5591.0	10361.0	10468.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_propionica	51939.0	77780.0	0.0	0.0	246453.0	399486.0	1723.0	256.0	131776.0	151835.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes	21160.0	25130.0	2353.0	2081.0	0.0	0.0	18.0	0.0	793.0	628.0	6148.0	5195.0
k__Bacteria|p__Firmicutes|c__CFGB1762|o__OFGB1762|f__FGB1762|g__GGB4533|s__GGB4533_SGB94822	28399.0	34011.0	680.0	542.0	0.0	0.0	0.0	0.0	13918.0	15727.0	3949.0	2641.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda_periodontii	37724.0	52747.0	0.0	0.0	0.0	0.0	0.0	0.0	10658.0	14685.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	45760.0	80552.0	0.0	0.0	6667.0	12243.0	0.0	0.0	146281.0	210328.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_SGB69469	25770.0	32815.0	0.0	0.0	0.0	0.0	0.0	0.0	4617.0	4915.0	0.0	0.0
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	26557.0	38104.0	19106.0	24065.0	10984.0	19394.0	27656.0	17451.0	1821.0	2840.0	276.0	588.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB2037	32115.0	41679.0	659.0	605.0	0.0	0.0	0.0	0.0	1026.0	1453.0	29.0	0.0
k__Bacteria|p__Spirochaetota|c__CFGB1017|o__OFGB1017|f__FGB1017|g__GGB2666|s__GGB2666_SGB3592	34098.0	48720.0	13830.0	14464.0	0.0	0.0	0.0	0.0	0.0	0.0	1731.0	832.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_oral_taxon_275	25780.0	30816.0	4891.0	4917.0	0.0	0.0	0.0	0.0	47932.0	52802.0	42748.0	33573.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	20664.0	32475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_3310	20977.0	21034.0	0.0	0.0	18530.0	23252.0	1970.0	2463.0	17886.0	20100.0	16757.0	14098.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__GGB4400|s__GGB4400_SGB6074	27505.0	41433.0	0.0	0.0	55313.0	74992.0	5364.0	4261.0	82778.0	87268.0	2517.0	1485.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_saccharolytica	33289.0	41015.0	242.0	35.0	42363.0	56215.0	528.0	345.0	24820.0	27845.0	69.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_sp_Marseille_Q4385	32345.0	50940.0	0.0	353.0	19852.0	27829.0	0.0	0.0	25244.0	32226.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hongkongensis	25277.0	33949.0	0.0	0.0	65031.0	72890.0	1364.0	0.0	58988.0	48729.0	590.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1088|s__GGB1088_SGB1395	23456.0	29553.0	13403.0	13252.0	195119.0	233060.0	49985.0	45050.0	36957.0	37784.0	50724.0	43852.0
